"","id_client","sexe","age","Région","Canal_Bancaire","Produit","Date_Souscription","Versements_Annuel","Statut","date_transaction","versement","retrait","encours"
"29",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-05-01,1177,0,6418.22066117084
"30",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-06-01,0,0,5465.22066117084
"31",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-07-01,1201,0,6866.22066117084
"32",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-08-01,0,0,5572.22066117084
"33",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-09-01,1043,0,6480.22066117084
"34",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-10-01,0,0,5577.22066117084
"35",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-11-01,799,0,6170.22066117084
"36",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2023-12-01,845,706,5784.22066117084
"37",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-01-01,1655,0,7085.22066117084
"38",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-02-01,1349,853,6034.22066117084
"39",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-03-01,813,0,6481.22066117084
"40",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-04-01,835,0,6218.22066117084
"41",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-05-01,651,0,6184.22066117084
"42",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-06-01,1401,3,6726.22066117084
"43",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-07-01,1232,0,6481.22066117084
"44",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-08-01,0,0,5215.22066117084
"45",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-09-01,1140,0,6692.22066117084
"46",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-10-01,0,0,5487.22066117084
"47",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-11-01,830,0,6241.22066117084
"48",2,"Homme",53,"Hauts-de-France","CR","Assurance-Vie",2019-05-10,6390,"Racheté",2024-12-01,0,0,5584.22066117084
"49",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-01-01,0,0,12577.1607144326
"50",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-02-01,0,0,12549.1607144326
"51",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-03-01,1902,0,14282.1607144326
"52",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-04-01,0,0,12322.1607144326
"53",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-05-01,0,0,12556.1607144326
"54",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-06-01,850,0,13608.1607144326
"55",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-07-01,0,0,12468.1607144326
"56",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-08-01,0,0,12284.1607144326
"57",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-09-01,160,0,12452.1607144326
"58",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-10-01,230,0,12669.1607144326
"59",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-11-01,0,0,12368.1607144326
"60",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2023-12-01,916,0,13240.1607144326
"61",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-01-01,1938,0,14544.1607144326
"62",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-02-01,0,0,12731.1607144326
"63",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-03-01,0,1291,11119.1607144326
"64",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-04-01,0,46,12509.1607144326
"65",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-05-01,0,980,11373.1607144326
"66",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-06-01,0,0,12638.1607144326
"67",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-07-01,0,0,12490.1607144326
"68",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-08-01,0,0,12757.1607144326
"69",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-09-01,0,0,12375.1607144326
"70",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-10-01,1221,1194,12718.1607144326
"71",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-11-01,1082,0,13353.1607144326
"72",3,"Homme",67,"Auvergne-Rhône-Alpes","CR","Retraite",2020-06-23,12964,"Actif",2024-12-01,0,0,12283.1607144326
"73",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-01-01,0,0,6885.33036663904
"74",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-02-01,858,0,8125.33036663904
"75",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-03-01,0,0,7297.33036663904
"76",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-04-01,417,0,7540.33036663904
"77",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-05-01,0,0,7260.33036663904
"78",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-06-01,439,0,7719.33036663904
"79",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-07-01,1793,145,8945.33036663903
"80",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-08-01,531,0,7781.33036663904
"81",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-09-01,1467,0,8611.33036663903
"82",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-10-01,0,0,7291.33036663904
"83",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-11-01,0,0,7004.33036663904
"84",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2023-12-01,0,0,7224.33036663904
"85",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-01-01,0,0,7164.33036663904
"86",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-02-01,852,53,7697.33036663904
"87",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-03-01,1644,418,8255.33036663903
"88",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-04-01,1268,0,8346.33036663903
"89",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-05-01,1243,0,8423.33036663903
"90",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-06-01,0,0,7174.33036663904
"91",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-07-01,1664,920,7821.33036663903
"92",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-08-01,0,0,7246.33036663904
"93",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-09-01,1083,0,8262.33036663903
"94",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-10-01,0,0,6888.33036663904
"95",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-11-01,1072,972,7032.33036663904
"96",4,"Femme",45,"Auvergne-Rhône-Alpes","CR","Multi-support",2016-01-02,7265,"Actif",2024-12-01,1424,0,8390.33036663903
"97",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-01-01,1989,0,8180.68756844394
"98",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-02-01,435,0,6423.68756844394
"99",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-03-01,0,0,6274.68756844394
"100",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-04-01,0,0,6117.68756844394
"101",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-05-01,1870,760,7538.68756844394
"102",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-06-01,0,0,6366.68756844394
"103",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-07-01,0,588,5818.68756844394
"104",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-08-01,1347,0,7509.68756844394
"105",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-09-01,0,0,6273.68756844394
"106",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-10-01,0,0,6384.68756844394
"107",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-11-01,1347,1435,5901.68756844394
"108",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2023-12-01,136,0,6469.68756844394
"109",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-01-01,0,191,5755.68756844394
"110",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-02-01,0,0,5951.68756844394
"111",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-03-01,0,703,5401.68756844394
"112",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-04-01,0,0,6310.68756844394
"113",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-05-01,128,0,6136.68756844394
"114",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-06-01,0,0,6155.68756844394
"115",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-07-01,0,0,6200.68756844394
"116",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-08-01,0,0,6104.68756844394
"117",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-09-01,0,0,6311.68756844394
"118",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-10-01,1727,0,8120.68756844394
"119",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-11-01,0,0,6316.68756844394
"120",5,"Homme",43,"Auvergne-Rhône-Alpes","LCL","Retraite",2021-07-04,5426,"Racheté",2024-12-01,669,1185,5858.68756844394
"121",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-01-01,0,0,13865.4556283807
"122",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-02-01,1707,0,15225.4556283807
"123",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-03-01,619,0,14379.4556283807
"124",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-04-01,0,377,13383.4556283807
"125",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-05-01,626,0,14454.4556283807
"126",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-06-01,1359,0,14898.4556283807
"127",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-07-01,1055,0,14545.4556283807
"128",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-08-01,683,0,14128.4556283807
"129",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-09-01,1443,0,14982.4556283807
"130",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-10-01,1424,0,15222.4556283807
"131",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-11-01,313,0,13762.4556283807
"132",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2023-12-01,0,0,13459.4556283807
"133",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-01-01,772,0,14498.4556283807
"134",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-02-01,900,588,13801.4556283807
"135",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-03-01,1226,0,14689.4556283807
"136",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-04-01,0,0,13801.4556283807
"137",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-05-01,416,0,14051.4556283807
"138",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-06-01,0,0,13577.4556283807
"139",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-07-01,0,0,13691.4556283807
"140",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-08-01,0,0,13581.4556283807
"141",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-09-01,1437,0,14813.4556283807
"142",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-10-01,1823,0,15662.4556283807
"143",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-11-01,186,0,13802.4556283807
"144",6,"Homme",35,"Auvergne-Rhône-Alpes","LCL","Multi-support",2022-11-08,15423,"Actif",2024-12-01,1690,0,15455.4556283807
"145",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-01-01,387,0,19951.8837585838
"146",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-02-01,1475,0,20959.8837585838
"147",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-03-01,854,0,20645.8837585838
"148",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-04-01,452,861,19157.8837585838
"149",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-05-01,0,804,18553.8837585838
"150",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-06-01,0,151,19252.8837585838
"151",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-07-01,0,0,19470.8837585838
"152",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-08-01,1863,1441,20195.8837585838
"153",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-09-01,854,0,20332.8837585838
"154",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-10-01,1360,0,21112.8837585838
"155",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-11-01,893,0,20724.8837585838
"156",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2023-12-01,1039,0,20767.8837585838
"157",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-01-01,1104,0,20568.8837585838
"158",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-02-01,330,0,19914.8837585838
"159",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-03-01,990,0,20409.8837585838
"160",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-04-01,0,0,19813.8837585838
"161",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-05-01,400,0,20148.8837585838
"162",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-06-01,0,0,19703.8837585838
"163",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-07-01,232,0,19586.8837585838
"164",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-08-01,985,0,20445.8837585838
"165",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-09-01,0,0,19720.8837585838
"166",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-10-01,0,0,19483.8837585838
"167",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-11-01,1416,796,19974.8837585838
"168",7,"Homme",60,"Nouvelle-Aquitaine","CR","Retraite",2019-05-11,17023,"Actif",2024-12-01,297,0,19975.8837585838
"169",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-01-01,1135,0,3434.95381995119
"170",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-02-01,0,0,2363.95381995119
"171",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-03-01,0,0,2484.95381995119
"172",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-04-01,1551,0,3992.95381995119
"173",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-05-01,407,0,2844.95381995119
"174",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-06-01,0,0,2409.95381995119
"175",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-07-01,1618,0,3986.95381995119
"176",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-08-01,0,0,2523.95381995119
"177",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-09-01,0,587,1945.95381995119
"178",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-10-01,0,1024,1180.95381995119
"179",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-11-01,0,0,2418.95381995119
"180",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2023-12-01,1343,0,3854.95381995119
"181",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-01-01,1284,0,3610.95381995119
"182",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-02-01,0,0,2381.95381995119
"183",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-03-01,0,0,2511.95381995119
"184",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-04-01,0,0,2422.95381995119
"185",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-05-01,0,0,2146.95381995119
"186",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-06-01,1188,0,3388.95381995119
"187",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-07-01,0,0,2362.95381995119
"188",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-08-01,390,0,2802.95381995119
"189",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-09-01,1073,0,3395.95381995119
"190",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-10-01,1917,1473,2955.95381995119
"191",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-11-01,0,0,2190.95381995119
"192",8,"Femme",27,"Hauts-de-France","LCL","Retraite",2023-04-25,2685,"Racheté",2024-12-01,1416,0,3516.95381995119
"193",9,"Femme",26,"Hauts-de-France","LCL","Assurance-Vie",2016-12-30,3433,"Actif",2023-01-01,0,0,4088.73769474965
"194",9,"Femme",26,"Hauts-de-France","LCL","Assurance-Vie",2016-12-30,3433,"Actif",2023-02-01,0,0,3719.73769474965
"195",9,"Femme",26,"Hauts-de-France","LCL","Assurance-Vie",2016-12-30,3433,"Actif",2023-03-01,0,323,3549.73769474965
